Id,Category,Title,Published,Abstract,URL
2308.14687v1,cs.SE,MELT: Mining Effective Lightweight Transformations from Pull Requests,2023-08-28 16:21:52+00:00,"Software developers often struggle to update APIs, leading to manual,
time-consuming, and error-prone processes. We introduce MELT, a new approach
that generates lightweight API migration rules directly from pull requests in
popular library repositories. Our key insight is that pull requests merged into
open-source libraries are a rich source of information sufficient to mine API
migration rules. By leveraging code examples mined from the library source and
automatically generated code examples based on the pull requests, we infer
transformation rules in \comby, a language for structural code search and
replace. Since inferred rules from single code examples may be too specific, we
propose a generalization procedure to make the rules more applicable to client
projects. MELT rules are syntax-driven, interpretable, and easily adaptable.
Moreover, unlike previous work, our approach enables rule inference to
seamlessly integrate into the library workflow, removing the need to wait for
client code migrations. We evaluated MELT on pull requests from four popular
libraries, successfully mining 461 migration rules from code examples in pull
requests and 114 rules from auto-generated code examples. Our generalization
procedure increases the number of matches for mined rules by 9x. We applied
these rules to client projects and ran their tests, which led to an overall
decrease in the number of warnings and fixing some test cases demonstrating
MELT's effectiveness in real-world scenarios.",http://arxiv.org/pdf/2308.14687v1
2308.14683v1,cs.CL,Fine-Tuning Llama 2 Large Language Models for Detecting Online Sexual Predatory Chats and Abusive Texts,2023-08-28 16:18:50+00:00,"Detecting online sexual predatory behaviours and abusive language on social
media platforms has become a critical area of research due to the growing
concerns about online safety, especially for vulnerable populations such as
children and adolescents. Researchers have been exploring various techniques
and approaches to develop effective detection systems that can identify and
mitigate these risks. Recent development of large language models (LLMs) has
opened a new opportunity to address this problem more effectively. This paper
proposes an approach to detection of online sexual predatory chats and abusive
language using the open-source pretrained Llama 2 7B-parameter model, recently
released by Meta GenAI. We fine-tune the LLM using datasets with different
sizes, imbalance degrees, and languages (i.e., English, Roman Urdu and Urdu).
Based on the power of LLMs, our approach is generic and automated without a
manual search for a synergy between feature extraction and classifier design
steps like conventional methods in this domain. Experimental results show a
strong performance of the proposed approach, which performs proficiently and
consistently across three distinct datasets with five sets of experiments. This
study's outcomes indicate that the proposed method can be implemented in
real-world applications (even with non-English languages) for flagging sexual
predators, offensive or toxic content, hate speech, and discriminatory language
in online discussions and comments to maintain respectful internet or digital
communities. Furthermore, it can be employed for solving text classification
problems with other potential applications such as sentiment analysis, spam and
phishing detection, sorting legal documents, fake news detection, language
identification, user intent recognition, text-based product categorization,
medical record analysis, and resume screening.",http://arxiv.org/pdf/2308.14683v1
2308.14669v1,cs.CL,ANER: Arabic and Arabizi Named Entity Recognition using Transformer-Based Approach,2023-08-28 15:54:48+00:00,"One of the main tasks of Natural Language Processing (NLP), is Named Entity
Recognition (NER). It is used in many applications and also can be used as an
intermediate step for other tasks. We present ANER, a web-based named entity
recognizer for the Arabic, and Arabizi languages. The model is built upon BERT,
which is a transformer-based encoder. It can recognize 50 different entity
classes, covering various fields. We trained our model on the WikiFANE\_Gold
dataset which consists of Wikipedia articles. We achieved an F1 score of
88.7\%, which beats CAMeL Tools' F1 score of 83\% on the ANERcorp dataset,
which has only 4 classes. We also got an F1 score of 77.7\% on the
NewsFANE\_Gold dataset which contains out-of-domain data from News articles.
The system is deployed on a user-friendly web interface that accepts users'
inputs in Arabic, or Arabizi. It allows users to explore the entities in the
text by highlighting them. It can also direct users to get information about
entities through Wikipedia directly. We added the ability to do NER using our
model, or CAMeL Tools' model through our website. ANER is publicly accessible
at \url{http://www.aner.online}. We also deployed our model on HuggingFace at
https://huggingface.co/boda/ANER, to allow developers to test and use it.",http://arxiv.org/pdf/2308.14669v1
2308.14667v1,cs.CV,Neural Network-Based Histologic Remission Prediction In Ulcerative Colitis,2023-08-28 15:54:14+00:00,"BACKGROUND & AIMS: Histological remission (HR) is advocated and considered as
a new therapeutic target in ulcerative colitis (UC). Diagnosis of histologic
remission currently relies on biopsy; during this process, patients are at risk
for bleeding, infection, and post-biopsy fibrosis. In addition, histologic
response scoring is complex and time-consuming, and there is heterogeneity
among pathologists. Endocytoscopy (EC) is a novel ultra-high magnification
endoscopic technique that can provide excellent in vivo assessment of glands.
Based on the EC technique, we propose a neural network model that can assess
histological disease activity in UC using EC images to address the above
issues. The experiment results demonstrate that the proposed method can assist
patients in precise treatment and prognostic assessment.
  METHODS: We construct a neural network model for UC evaluation. A total of
5105 images of 154 intestinal segments from 87 patients undergoing EC treatment
at a center in China between March 2022 and March 2023 are scored according to
the Geboes score. Subsequently, 103 intestinal segments are used as the
training set, 16 intestinal segments are used as the validation set for neural
network training, and the remaining 35 intestinal segments are used as the test
set to measure the model performance together with the validation set.
  RESULTS: By treating HR as a negative category and histologic activity as a
positive category, the proposed neural network model can achieve an accuracy of
0.9, a specificity of 0.95, a sensitivity of 0.75, and an area under the curve
(AUC) of 0.81.
  CONCLUSION: We develop a specific neural network model that can distinguish
histologic remission/activity in EC images of UC, which helps to accelerate
clinical histological diagnosis.
  keywords: ulcerative colitis; Endocytoscopy; Geboes score; neural network.",http://arxiv.org/pdf/2308.14667v1
2308.14657v1,cs.AI,DeepHealthNet: Adolescent Obesity Prediction System Based on a Deep Learning Framework,2023-08-28 15:40:31+00:00,"Childhood and adolescent obesity rates are a global concern because obesity
is associated with chronic diseases and long-term health risks. Artificial
intelligence technology has emerged as a promising solution to accurately
predict obesity rates and provide personalized feedback to adolescents. This
study emphasizes the importance of early identification and prevention of
obesity-related health issues. Factors such as height, weight, waist
circumference, calorie intake, physical activity levels, and other relevant
health information need to be considered for developing robust algorithms for
obesity rate prediction and delivering personalized feedback. Hence, by
collecting health datasets from 321 adolescents, we proposed an adolescent
obesity prediction system that provides personalized predictions and assists
individuals in making informed health decisions. Our proposed deep learning
framework, DeepHealthNet, effectively trains the model using data augmentation
techniques, even when daily health data are limited, resulting in improved
prediction accuracy (acc: 0.8842). Additionally, the study revealed variations
in the prediction of the obesity rate between boys (acc: 0.9320) and girls
(acc: 0.9163), allowing the identification of disparities and the determination
of the optimal time to provide feedback. The proposed system shows significant
potential in effectively addressing childhood and adolescent obesity.",http://arxiv.org/pdf/2308.14657v1
2308.14652v1,cs.AI,Learning Visual Tracking and Reaching with Deep Reinforcement Learning on a UR10e Robotic Arm,2023-08-28 15:34:43+00:00,"As technology progresses, industrial and scientific robots are increasingly
being used in diverse settings. In many cases, however, programming the robot
to perform such tasks is technically complex and costly. To maximize the
utility of robots in industrial and scientific settings, they require the
ability to quickly shift from one task to another. Reinforcement learning
algorithms provide the potential to enable robots to learn optimal solutions to
complete new tasks without directly reprogramming them. The current
state-of-the-art in reinforcement learning, however, generally relies on fast
simulations and parallelization to achieve optimal performance. These are often
not possible in robotics applications. Thus, a significant amount of research
is required to facilitate the efficient and safe, training and deployment of
industrial and scientific reinforcement learning robots. This technical report
outlines our initial research into the application of deep reinforcement
learning on an industrial UR10e robot. The report describes the reinforcement
learning environments created to facilitate policy learning with the UR10e, a
robotic arm from Universal Robots, and presents our initial results in training
deep Q-learning and proximal policy optimization agents on the developed
reinforcement learning environments. Our results show that proximal policy
optimization learns a better, more stable policy with less data than deep
Q-learning. The corresponding code for this work is available at
\url{https://github.com/cbellinger27/bendRL_reacher_tracker}",http://arxiv.org/pdf/2308.14652v1
2308.14634v1,cs.CL,Breaking the Bank with ChatGPT: Few-Shot Text Classification for Finance,2023-08-28 15:04:16+00:00,"We propose the use of conversational GPT models for easy and quick few-shot
text classification in the financial domain using the Banking77 dataset. Our
approach involves in-context learning with GPT-3.5 and GPT-4, which minimizes
the technical expertise required and eliminates the need for expensive GPU
computing while yielding quick and accurate results. Additionally, we fine-tune
other pre-trained, masked language models with SetFit, a recent contrastive
learning technique, to achieve state-of-the-art results both in full-data and
few-shot settings. Our findings show that querying GPT-3.5 and GPT-4 can
outperform fine-tuned, non-generative models even with fewer examples. However,
subscription fees associated with these solutions may be considered costly for
small organizations. Lastly, we find that generative models perform better on
the given task when shown representative samples selected by a human expert
rather than when shown random ones. We conclude that a) our proposed methods
offer a practical solution for few-shot tasks in datasets with limited label
availability, and b) our state-of-the-art results can inspire future work in
the area.",http://arxiv.org/pdf/2308.14634v1
2308.14610v1,astro-ph.IM,A Transformer-Conditioned Neural Fields Pipeline with Polar Coordinate Representation for Astronomical Radio Interferometric Data Reconstruction,2023-08-28 14:26:15+00:00,"In radio astronomy, visibility data, which are measurements of wave signals
from radio telescopes, are transformed into images for observation of distant
celestial objects. However, these resultant images usually contain both real
sources and artifacts, due to signal sparsity and other factors. One way to
obtain cleaner images is to reconstruct samples into dense forms before
imaging. Unfortunately, existing visibility reconstruction methods may miss
some components of the frequency data, so blurred object edges and persistent
artifacts remain in the images. Furthermore, the computation overhead is high
on irregular visibility samples due to the data skew. To address these
problems, we propose PolarRec, a reconstruction method for interferometric
visibility data, which consists of a transformer-conditioned neural fields
pipeline with a polar coordinate representation. This representation matches
the way in which telescopes observe a celestial area as the Earth rotates. We
further propose Radial Frequency Loss function, using radial coordinates in the
polar coordinate system to correlate with the frequency information, to help
reconstruct complete visibility. We also group visibility sample points by
angular coordinates in the polar coordinate system, and use groups as the
granularity for subsequent encoding with a Transformer encoder. Consequently,
our method can capture the inherent characteristics of visibility data
effectively and efficiently. Our experiments demonstrate that PolarRec markedly
improves imaging results by faithfully reconstructing all frequency components
in the visibility domain while significantly reducing the computation cost.",http://arxiv.org/pdf/2308.14610v1
2308.14595v1,cs.CV,Neural Network Training Strategy to Enhance Anomaly Detection Performance: A Perspective on Reconstruction Loss Amplification,2023-08-28 14:06:36+00:00,"Unsupervised anomaly detection (UAD) is a widely adopted approach in industry
due to rare anomaly occurrences and data imbalance. A desirable characteristic
of an UAD model is contained generalization ability which excels in the
reconstruction of seen normal patterns but struggles with unseen anomalies.
Recent studies have pursued to contain the generalization capability of their
UAD models in reconstruction from different perspectives, such as design of
neural network (NN) structure and training strategy. In contrast, we note that
containing of generalization ability in reconstruction can also be obtained
simply from steep-shaped loss landscape. Motivated by this, we propose a loss
landscape sharpening method by amplifying the reconstruction loss, dubbed Loss
AMPlification (LAMP). LAMP deforms the loss landscape into a steep shape so the
reconstruction error on unseen anomalies becomes greater. Accordingly, the
anomaly detection performance is improved without any change of the NN
architecture. Our findings suggest that LAMP can be easily applied to any
reconstruction error metrics in UAD settings where the reconstruction model is
trained with anomaly-free samples only.",http://arxiv.org/pdf/2308.14595v1
2308.14550v1,cs.AI,ReMAV: Reward Modeling of Autonomous Vehicles for Finding Likely Failure Events,2023-08-28 13:09:00+00:00,"Autonomous vehicles are advanced driving systems that are well known for
being vulnerable to various adversarial attacks, compromising the vehicle's
safety, and posing danger to other road users. Rather than actively training
complex adversaries by interacting with the environment, there is a need to
first intelligently find and reduce the search space to only those states where
autonomous vehicles are found less confident. In this paper, we propose a
blackbox testing framework ReMAV using offline trajectories first to analyze
the existing behavior of autonomous vehicles and determine appropriate
thresholds for finding the probability of failure events. Our reward modeling
technique helps in creating a behavior representation that allows us to
highlight regions of likely uncertain behavior even when the baseline
autonomous vehicle is performing well. This approach allows for more efficient
testing without the need for computational and inefficient active adversarial
learning techniques. We perform our experiments in a high-fidelity urban
driving environment using three different driving scenarios containing single
and multi-agent interactions. Our experiment shows 35%, 23%, 48%, and 50%
increase in occurrences of vehicle collision, road objects collision,
pedestrian collision, and offroad steering events respectively by the
autonomous vehicle under test, demonstrating a significant increase in failure
events. We also perform a comparative analysis with prior testing frameworks
and show that they underperform in terms of training-testing efficiency,
finding total infractions, and simulation steps to identify the first failure
compared to our approach. The results show that the proposed framework can be
used to understand existing weaknesses of the autonomous vehicles under test in
order to only attack those regions, starting with the simplistic perturbation
models.",http://arxiv.org/pdf/2308.14550v1
2308.14536v1,cs.CL,Spoken Language Intelligence of Large Language Models for Language Learning,2023-08-28 12:47:41+00:00,"People have long hoped for a conversational system that can assist in
real-life situations, and recent progress on large language models (LLMs) is
bringing this idea closer to reality. While LLMs are often impressive in
performance, their efficacy in real-world scenarios that demand expert
knowledge remains unclear. LLMs are believed to hold the most potential and
value in education, especially in the development of Artificial intelligence
(AI) based virtual teachers capable of facilitating language learning. Our
focus is centered on evaluating the efficacy of LLMs in the realm of education,
specifically in the areas of spoken language learning which encompass
phonetics, phonology, and second language acquisition. We introduce a new
multiple-choice question dataset to evaluate the effectiveness of LLMs in the
aforementioned scenarios, including understanding and application of spoken
language knowledge. In addition, we investigate the influence of various
prompting techniques such as zero- and few-shot method (prepending the question
with question-answer exemplars), chain-of-thought (CoT, think step-by-step),
in-domain exampler and external tools (Google, Wikipedia). We conducted
large-scale evaluation on popular LLMs (20 distinct models) using these
methods. We achieved significant performance improvements compared to the
zero-shot baseline in the practical questions reasoning (GPT-3.5, 49.1% ->
63.1%; LLaMA2-70B-Chat, 42.2% -> 48.6%). We found that models of different
sizes have good understanding of concepts in phonetics, phonology, and second
language acquisition, but show limitations in reasoning for real-world
problems. Additionally, we also explore preliminary findings on conversational
communication.",http://arxiv.org/pdf/2308.14536v1
2308.14523v1,cs.NI,Deep Reinforcement Learning for Uplink Scheduling in NOMA-URLLC Networks,2023-08-28 12:18:02+00:00,"This article addresses the problem of Ultra Reliable Low Latency
Communications (URLLC) in wireless networks, a framework with particularly
stringent constraints imposed by many Internet of Things (IoT) applications
from diverse sectors. We propose a novel Deep Reinforcement Learning (DRL)
scheduling algorithm, named NOMA-PPO, to solve the Non-Orthogonal Multiple
Access (NOMA) uplink URLLC scheduling problem involving strict deadlines. The
challenge of addressing uplink URLLC requirements in NOMA systems is related to
the combinatorial complexity of the action space due to the possibility to
schedule multiple devices, and to the partial observability constraint that we
impose to our algorithm in order to meet the IoT communication constraints and
be scalable. Our approach involves 1) formulating the NOMA-URLLC problem as a
Partially Observable Markov Decision Process (POMDP) and the introduction of an
agent state, serving as a sufficient statistic of past observations and
actions, enabling a transformation of the POMDP into a Markov Decision Process
(MDP); 2) adapting the Proximal Policy Optimization (PPO) algorithm to handle
the combinatorial action space; 3) incorporating prior knowledge into the
learning agent with the introduction of a Bayesian policy. Numerical results
reveal that not only does our approach outperform traditional multiple access
protocols and DRL benchmarks on 3GPP scenarios, but also proves to be robust
under various channel and traffic configurations, efficiently exploiting
inherent time correlations.",http://arxiv.org/pdf/2308.14523v1
2308.14522v1,cs.LG,Large Graph Models: A Perspective,2023-08-28 12:17:51+00:00,"Large models have emerged as the most recent groundbreaking achievements in
artificial intelligence, and particularly machine learning. However, when it
comes to graphs, large models have not achieved the same level of success as in
other fields, such as natural language processing and computer vision. In order
to promote applying large models for graphs forward, we present a perspective
paper to discuss the challenges and opportunities associated with developing
large graph models. First, we discuss the desired characteristics of large
graph models. Then, we present detailed discussions from three key
perspectives: representation basis, graph data, and graph models. In each
category, we provide a brief overview of recent advances and highlight the
remaining challenges together with our visions. Finally, we discuss valuable
applications of large graph models. We believe this perspective paper is able
to encourage further investigations into large graph models, ultimately pushing
us one step closer towards artificial general intelligence (AGI).",http://arxiv.org/pdf/2308.14522v1
2308.14521v1,cs.AI,Context-Aware Composition of Agent Policies by Markov Decision Process Entity Embeddings and Agent Ensembles,2023-08-28 12:13:36+00:00,"Computational agents support humans in many areas of life and are therefore
found in heterogeneous contexts. This means that agents operate in rapidly
changing environments and can be confronted with huge state and action spaces.
In order to perform services and carry out activities in a goal-oriented
manner, agents require prior knowledge and therefore have to develop and pursue
context-dependent policies. The problem is that prescribing policies in advance
is limited and inflexible, especially in dynamically changing environments.
Moreover, the context of an agent determines its choice of actions. Since the
environments in which agents operate can be stochastic and complex in terms of
the number of states and feasible actions, activities are usually modelled in a
simplified way by Markov decision processes so that agents with reinforcement
learning are able to learn policies that help to capture the context and act
accordingly to optimally perform activities. However, training policies for all
possible contexts using reinforcement learning is time-consuming. A requirement
and challenge for agents is to learn strategies quickly and respond immediately
in cross-context environments and applications. In this work, we propose a
novel simulation-based approach that enables a) the representation of
heterogeneous contexts through knowledge graphs and entity embeddings and b)
the context-aware composition of policies on demand by ensembles of agents
running in parallel. The evaluation we performed on the ""Virtual Home"" dataset
indicates that agents that need to seamlessly switch between different
contexts, can request on-the-fly composed policies that lead to the successful
completion of context-appropriate activities without having to learn these
policies in lengthy training steps and episodes, in contrast to agents that
apply reinforcement learning.",http://arxiv.org/pdf/2308.14521v1
2308.14475v1,cs.AI,Interactive Multi Interest Process Pattern Discovery,2023-08-28 10:26:37+00:00,"Process pattern discovery methods (PPDMs) aim at identifying patterns of
interest to users. Existing PPDMs typically are unsupervised and focus on a
single dimension of interest, such as discovering frequent patterns. We present
an interactive multi interest driven framework for process pattern discovery
aimed at identifying patterns that are optimal according to a multi-dimensional
analysis goal. The proposed approach is iterative and interactive, thus taking
experts knowledge into account during the discovery process. The paper focuses
on a concrete analysis goal, i.e., deriving process patterns that affect the
process outcome. We evaluate the approach on real world event logs in both
interactive and fully automated settings. The approach extracted meaningful
patterns validated by expert knowledge in the interactive setting. Patterns
extracted in the automated settings consistently led to prediction performance
comparable to or better than patterns derived considering single interest
dimensions without requiring user defined thresholds.",http://arxiv.org/pdf/2308.14475v1
2308.14474v1,cs.AI,"Causality-Based Feature Importance Quantifying Methods:PN-FI, PS-FI and PNS-FI",2023-08-28 10:24:51+00:00,"In current ML field models are getting larger and more complex, data we use
are also getting larger in quantity and higher in dimension, so in order to
train better models, save training time and computational resources, a good
Feature Selection (FS) method in preprocessing stage is necessary. Feature
importance (FI) is of great importance since it is the basis of feature
selection.
  This paper creatively introduces the calculation of PNS(the probability of
Necessity and Sufficiency) in Causality into quantifying feature importance and
creates new FI measuring methods: PN-FI, which means how much importance a
feature has in image recognition tasks, PS_FI that means how much importance a
feature has in image generating tasks, and PNS_FI which measures both.
  The main body of this paper is three RCTs, with whose results we show how
PS_FI, PN_FI and PNS_FI of three features: dog nose, dog eyes and dog mouth are
calculated. The FI values are intervals with tight upper and lower bounds.",http://arxiv.org/pdf/2308.14474v1
