Id,Category,Title,Published,Abstract,URL
2308.16075v1,cs.CL,Impact of Visual Context on Noisy Multimodal NMT: An Empirical Study for English to Indian Languages,2023-08-30 14:52:14+00:00,"The study investigates the effectiveness of utilizing multimodal information
in Neural Machine Translation (NMT). While prior research focused on using
multimodal data in low-resource scenarios, this study examines how image
features impact translation when added to a large-scale, pre-trained unimodal
NMT system. Surprisingly, the study finds that images might be redundant in
this context. Additionally, the research introduces synthetic noise to assess
whether images help the model deal with textual noise. Multimodal models
slightly outperform text-only models in noisy settings, even with random
images. The study's experiments translate from English to Hindi, Bengali, and
Malayalam, outperforming state-of-the-art benchmarks significantly.
Interestingly, the effect of visual context varies with source text noise: no
visual context works best for non-noisy translations, cropped image features
are optimal for low noise, and full image features work better in high-noise
scenarios. This sheds light on the role of visual context, especially in noisy
settings, opening up a new research direction for Noisy Neural Machine
Translation in multimodal setups. The research emphasizes the importance of
combining visual and textual information for improved translation in various
environments.",http://arxiv.org/pdf/2308.16075v1
2308.16071v1,cs.CV,Semantic Image Synthesis via Class-Adaptive Cross-Attention,2023-08-30 14:49:34+00:00,"In semantic image synthesis, the state of the art is dominated by methods
that use spatially-adaptive normalization layers, which allow for excellent
visual generation quality and editing versatility. Granted their efficacy,
recent research efforts have focused toward finer-grained local style control
and multi-modal generation. By construction though, such layers tend to
overlook global image statistics leading to unconvincing local style editing
and causing global inconsistencies such as color or illumination distribution
shifts. Also, the semantic layout is required for mapping styles in the
generator, putting a strict alignment constraint over the features. In
response, we designed a novel architecture where cross-attention layers are
used in place of de-normalization ones for conditioning the image generation.
Our model inherits the advantages of both solutions, retaining state-of-the-art
reconstruction quality, as well as improved global and local style transfer.
Code and models available at https://github.com/TFonta/CA2SIS.",http://arxiv.org/pdf/2308.16071v1
2308.16067v1,cs.LG,Consensus of state of the art mortality prediction models: From all-cause mortality to sudden death prediction,2023-08-30 14:44:04+00:00,"Worldwide, many millions of people die suddenly and unexpectedly each year,
either with or without a prior history of cardiovascular disease. Such events
are sparse (once in a lifetime), many victims will not have had prior
investigations for cardiac disease and many different definitions of sudden
death exist. Accordingly, sudden death is hard to predict.
  This analysis used NHS Electronic Health Records (EHRs) for people aged
$\geq$50 years living in the Greater Glasgow and Clyde (GG\&C) region in 2010
(n = 380,000) to try to overcome these challenges. We investigated whether
medical history, blood tests, prescription of medicines, and hospitalisations
might, in combination, predict a heightened risk of sudden death.
  We compared the performance of models trained to predict either sudden death
or all-cause mortality. We built six models for each outcome of interest: three
taken from state-of-the-art research (BEHRT, Deepr and Deep Patient), and three
of our own creation. We trained these using two different data representations:
a language-based representation, and a sparse temporal matrix.
  We used global interpretability to understand the most important features of
each model, and compare how much agreement there was amongst models using Rank
Biased Overlap. It is challenging to account for correlated variables without
increasing the complexity of the interpretability technique. We overcame this
by clustering features into groups and comparing the most important groups for
each model. We found the agreement between models to be much higher when
accounting for correlated variables.
  Our analysis emphasises the challenge of predicting sudden death and
emphasises the need for better understanding and interpretation of machine
learning models applied to healthcare applications.",http://arxiv.org/pdf/2308.16067v1
2308.16060v1,cs.CL,Text-to-OverpassQL: A Natural Language Interface for Complex Geodata Querying of OpenStreetMap,2023-08-30 14:33:25+00:00,"We present Text-to-OverpassQL, a task designed to facilitate a natural
language interface for querying geodata from OpenStreetMap (OSM). The Overpass
Query Language (OverpassQL) allows users to formulate complex database queries
and is widely adopted in the OSM ecosystem. Generating Overpass queries from
natural language input serves multiple use-cases. It enables novice users to
utilize OverpassQL without prior knowledge, assists experienced users with
crafting advanced queries, and enables tool-augmented large language models to
access information stored in the OSM database. In order to assess the
performance of current sequence generation models on this task, we propose
OverpassNL, a dataset of 8,352 queries with corresponding natural language
inputs. We further introduce task specific evaluation metrics and ground the
evaluation of the Text-to-OverpassQL task by executing the queries against the
OSM database. We establish strong baselines by finetuning sequence-to-sequence
models and adapting large language models with in-context examples. The
detailed evaluation reveals strengths and weaknesses of the considered learning
strategies, laying the foundations for further research into the
Text-to-OverpassQL task.",http://arxiv.org/pdf/2308.16060v1
2308.16055v1,cs.CL,AsyncET: Asynchronous Learning for Knowledge Graph Entity Typing with Auxiliary Relations,2023-08-30 14:24:16+00:00,"Knowledge graph entity typing (KGET) is a task to predict the missing entity
types in knowledge graphs (KG). Previously, KG embedding (KGE) methods tried to
solve the KGET task by introducing an auxiliary relation, 'hasType', to model
the relationship between entities and their types. However, a single auxiliary
relation has limited expressiveness for diverse entity-type patterns. We
improve the expressiveness of KGE methods by introducing multiple auxiliary
relations in this work. Similar entity types are grouped to reduce the number
of auxiliary relations and improve their capability to model entity-type
patterns with different granularities. With the presence of multiple auxiliary
relations, we propose a method adopting an Asynchronous learning scheme for
Entity Typing, named AsyncET, which updates the entity and type embeddings
alternatively to keep the learned entity embedding up-to-date and informative
for entity type prediction. Experiments are conducted on two commonly used KGET
datasets to show that the performance of KGE methods on the KGET task can be
substantially improved by the proposed multiple auxiliary relations and
asynchronous embedding learning. Furthermore, our method has a significant
advantage over state-of-the-art methods in model sizes and time complexity.",http://arxiv.org/pdf/2308.16055v1
2308.16008v1,cs.RO,EnsembleFollower: A Hybrid Car-Following Framework Based On Reinforcement Learning and Hierarchical Planning,2023-08-30 12:55:02+00:00,"Car-following models have made significant contributions to our understanding
of longitudinal driving behavior. However, they often exhibit limited accuracy
and flexibility, as they cannot fully capture the complexity inherent in
car-following processes, or may falter in unseen scenarios due to their
reliance on confined driving skills present in training data. It is worth
noting that each car-following model possesses its own strengths and weaknesses
depending on specific driving scenarios. Therefore, we propose
EnsembleFollower, a hierarchical planning framework for achieving advanced
human-like car-following. The EnsembleFollower framework involves a high-level
Reinforcement Learning-based agent responsible for judiciously managing
multiple low-level car-following models according to the current state, either
by selecting an appropriate low-level model to perform an action or by
allocating different weights across all low-level components. Moreover, we
propose a jerk-constrained kinematic model for more convincing car-following
simulations. We evaluate the proposed method based on real-world driving data
from the HighD dataset. The experimental results illustrate that
EnsembleFollower yields improved accuracy of human-like behavior and achieves
effectiveness in combining hybrid models, demonstrating that our proposed
framework can handle diverse car-following conditions by leveraging the
strengths of various low-level models.",http://arxiv.org/pdf/2308.16008v1
2308.15991v1,cs.RO,DRL-Based Trajectory Tracking for Motion-Related Modules in Autonomous Driving,2023-08-30 12:24:30+00:00,"Autonomous driving systems are always built on motion-related modules such as
the planner and the controller. An accurate and robust trajectory tracking
method is indispensable for these motion-related modules as a primitive
routine. Current methods often make strong assumptions about the model such as
the context and the dynamics, which are not robust enough to deal with the
changing scenarios in a real-world system. In this paper, we propose a Deep
Reinforcement Learning (DRL)-based trajectory tracking method for the
motion-related modules in autonomous driving systems. The representation
learning ability of DL and the exploration nature of RL bring strong robustness
and improve accuracy. Meanwhile, it enhances versatility by running the
trajectory tracking in a model-free and data-driven manner. Through extensive
experiments, we demonstrate both the efficiency and effectiveness of our method
compared to current methods.",http://arxiv.org/pdf/2308.15991v1
2308.15987v1,cs.CL,FPTQ: Fine-grained Post-Training Quantization for Large Language Models,2023-08-30 12:18:18+00:00,"In the era of large-scale language models, the substantial parameter size
poses significant challenges for deployment. Being a prevalent compression
technique, quantization has emerged as the mainstream practice to tackle this
issue, which is mainly centered on two recipes W8A8 and W4A16 (i.e. weights and
activations in such bit widths). In this study, we propose a novel W4A8
post-training quantization method for the available open-sourced LLMs, which
combines the advantages of both two recipes. Therefore, we can leverage the
benefit in the I/O utilization of 4-bit weight quantization and the
acceleration due to 8-bit matrix computation. Nevertheless, the W4A8 faces
notorious performance degradation. As a remedy, we involve layerwise activation
quantization strategies which feature a novel logarithmic equalization for most
intractable layers, and we combine them with fine-grained weight quantization.
Without whistles and bells, we eliminate the necessity for further fine-tuning
and obtain the state-of-the-art W4A8 quantized performance on BLOOM, LLaMA, and
LLaMA-2 on standard benchmarks. We confirm that the W4A8 quantization is
achievable for the deployment of large language models, fostering their
wide-spreading real-world applications.",http://arxiv.org/pdf/2308.15987v1
2308.15985v1,cs.AI,Vision-Based Traffic Accident Detection and Anticipation: A Survey,2023-08-30 12:13:41+00:00,"Traffic accident detection and anticipation is an obstinate road safety
problem and painstaking efforts have been devoted. With the rapid growth of
video data, Vision-based Traffic Accident Detection and Anticipation (named
Vision-TAD and Vision-TAA) become the last one-mile problem for safe driving
and surveillance safety. However, the long-tailed, unbalanced, highly dynamic,
complex, and uncertain properties of traffic accidents form the
Out-of-Distribution (OOD) feature for Vision-TAD and Vision-TAA. Current AI
development may focus on these OOD but important problems. What has been done
for Vision-TAD and Vision-TAA? What direction we should focus on in the future
for this problem? A comprehensive survey is important. We present the first
survey on Vision-TAD in the deep learning era and the first-ever survey for
Vision-TAA. The pros and cons of each research prototype are discussed in
detail during the investigation. In addition, we also provide a critical review
of 31 publicly available benchmarks and related evaluation metrics. Through
this survey, we want to spawn new insights and open possible trends for
Vision-TAD and Vision-TAA tasks.",http://arxiv.org/pdf/2308.15985v1
2308.15975v1,cs.RO,RoboTAP: Tracking Arbitrary Points for Few-Shot Visual Imitation,2023-08-30 11:57:04+00:00,"For robots to be useful outside labs and specialized factories we need a way
to teach them new useful behaviors quickly. Current approaches lack either the
generality to onboard new tasks without task-specific engineering, or else lack
the data-efficiency to do so in an amount of time that enables practical use.
In this work we explore dense tracking as a representational vehicle to allow
faster and more general learning from demonstration. Our approach utilizes
Track-Any-Point (TAP) models to isolate the relevant motion in a demonstration,
and parameterize a low-level controller to reproduce this motion across changes
in the scene configuration. We show this results in robust robot policies that
can solve complex object-arrangement tasks such as shape-matching, stacking,
and even full path-following tasks such as applying glue and sticking objects
together, all from demonstrations that can be collected in minutes.",http://arxiv.org/pdf/2308.15975v1
2308.15969v1,cs.AI,Iterative Reward Shaping using Human Feedback for Correcting Reward Misspecification,2023-08-30 11:45:40+00:00,"A well-defined reward function is crucial for successful training of an
reinforcement learning (RL) agent. However, defining a suitable reward function
is a notoriously challenging task, especially in complex, multi-objective
environments. Developers often have to resort to starting with an initial,
potentially misspecified reward function, and iteratively adjusting its
parameters, based on observed learned behavior. In this work, we aim to
automate this process by proposing ITERS, an iterative reward shaping approach
using human feedback for mitigating the effects of a misspecified reward
function. Our approach allows the user to provide trajectory-level feedback on
agent's behavior during training, which can be integrated as a reward shaping
signal in the following training iteration. We also allow the user to provide
explanations of their feedback, which are used to augment the feedback and
reduce user effort and feedback frequency. We evaluate ITERS in three
environments and show that it can successfully correct misspecified reward
functions.",http://arxiv.org/pdf/2308.15969v1
2308.15965v1,cs.AI,Review of Parameter Tuning Methods for Nature-Inspired Algorithms,2023-08-30 11:41:39+00:00,"Almost all optimization algorithms have algorithm-dependent parameters, and
the setting of such parameter values can largely influence the behaviour of the
algorithm under consideration. Thus, proper parameter tuning should be carried
out to ensure the algorithm used for optimization may perform well and can be
sufficiently robust for solving different types of optimization problems. This
chapter reviews some of the main methods for parameter tuning and then
highlights the important issues concerning the latest development in parameter
tuning. A few open problems are also discussed with some recommendations for
future research.",http://arxiv.org/pdf/2308.15965v1
2308.15962v1,cs.RO,WALL-E: Embodied Robotic WAiter Load Lifting with Large Language Model,2023-08-30 11:35:21+00:00,"Enabling robots to understand language instructions and react accordingly to
visual perception has been a long-standing goal in the robotics research
community. Achieving this goal requires cutting-edge advances in natural
language processing, computer vision, and robotics engineering. Thus, this
paper mainly investigates the potential of integrating the most recent Large
Language Models (LLMs) and existing visual grounding and robotic grasping
system to enhance the effectiveness of the human-robot interaction. We
introduce the WALL-E (Embodied Robotic WAiter load lifting with Large Language
model) as an example of this integration. The system utilizes the LLM of
ChatGPT to summarize the preference object of the users as a target instruction
via the multi-round interactive dialogue. The target instruction is then
forwarded to a visual grounding system for object pose and size estimation,
following which the robot grasps the object accordingly. We deploy this
LLM-empowered system on the physical robot to provide a more user-friendly
interface for the instruction-guided grasping task. The further experimental
results on various real-world scenarios demonstrated the feasibility and
efficacy of our proposed framework.",http://arxiv.org/pdf/2308.15962v1
2308.15926v1,cs.AI,IDVT: Interest-aware Denoising and View-guided Tuning for Social Recommendation,2023-08-30 10:03:55+00:00,"In the information age, recommendation systems are vital for efficiently
filtering information and identifying user preferences. Online social platforms
have enriched these systems by providing valuable auxiliary information.
Socially connected users are assumed to share similar preferences, enhancing
recommendation accuracy and addressing cold start issues. However, empirical
findings challenge the assumption, revealing that certain social connections
can actually harm system performance. Our statistical analysis indicates a
significant amount of noise in the social network, where many socially
connected users do not share common interests. To address this issue, we
propose an innovative \underline{I}nterest-aware \underline{D}enoising and
\underline{V}iew-guided \underline{T}uning (IDVT) method for the social
recommendation. The first ID part effectively denoises social connections.
Specifically, the denoising process considers both social network structure and
user interaction interests in a global view. Moreover, in this global view, we
also integrate denoised social information (social domain) into the propagation
of the user-item interactions (collaborative domain) and aggregate user
representations from two domains using a gating mechanism. To tackle potential
user interest loss and enhance model robustness within the global view, our
second VT part introduces two additional views (local view and dropout-enhanced
view) for fine-tuning user representations in the global view through
contrastive learning. Extensive evaluations on real-world datasets with varying
noise ratios demonstrate the superiority of IDVT over state-of-the-art social
recommendation methods.",http://arxiv.org/pdf/2308.15926v1
2308.15911v1,cs.LG,Cyclophobic Reinforcement Learning,2023-08-30 09:38:44+00:00,"In environments with sparse rewards, finding a good inductive bias for
exploration is crucial to the agent's success. However, there are two competing
goals: novelty search and systematic exploration. While existing approaches
such as curiosity-driven exploration find novelty, they sometimes do not
systematically explore the whole state space, akin to depth-first-search vs
breadth-first-search. In this paper, we propose a new intrinsic reward that is
cyclophobic, i.e., it does not reward novelty, but punishes redundancy by
avoiding cycles. Augmenting the cyclophobic intrinsic reward with a sequence of
hierarchical representations based on the agent's cropped observations we are
able to achieve excellent results in the MiniGrid and MiniHack environments.
Both are particularly hard, as they require complex interactions with different
objects in order to be solved. Detailed comparisons with previous approaches
and thorough ablation studies show that our newly proposed cyclophobic
reinforcement learning is more sample efficient than other state of the art
methods in a variety of tasks.",http://arxiv.org/pdf/2308.15911v1
2308.15906v1,cs.CY,Is the U.S. Legal System Ready for AI's Challenges to Human Values?,2023-08-30 09:19:06+00:00,"Our interdisciplinary study investigates how effectively U.S. laws confront
the challenges posed by Generative AI to human values. Through an analysis of
diverse hypothetical scenarios crafted during an expert workshop, we have
identified notable gaps and uncertainties within the existing legal framework
regarding the protection of fundamental values, such as autonomy, privacy,
dignity, diversity, equality, and physical/mental well-being. Constitutional
and civil rights, it appears, may not provide sufficient protection against
AI-generated discriminatory outputs. Furthermore, even if we exclude the
liability shield provided by Section 230, proving causation for defamation and
product liability claims is a challenging endeavor due to the intricate and
opaque nature of AI systems. To address the unique and unforeseeable threats
posed by Generative AI, we advocate for legal frameworks that evolve to
recognize new threat and provide proactive, auditable guidelines to industry
stakeholders. Addressing these issues requires deep interdisciplinary
collaborations to identify harms, values, and mitigation strategies.",http://arxiv.org/pdf/2308.15906v1
2308.15905v1,quant-ph,Thermodynamic Computing via Autonomous Quantum Thermal Machines,2023-08-30 09:15:41+00:00,"We develop a physics-based model for classical computation based on
autonomous quantum thermal machines. These machines consist of few interacting
quantum bits (qubits) connected to several environments at different
temperatures. Heat flows through the machine are here exploited for computing.
The process starts by setting the temperatures of the environments according to
the logical input. The machine evolves, eventually reaching a non-equilibrium
steady state, from which the output of the computation can be determined via
the temperature of an auxilliary finite-size reservoir. Such a machine, which
we term a ""thermodynamic neuron"", can implement any linearly-separable
function, and we discuss explicitly the cases of NOT, 3-majority and NOR gates.
In turn, we show that a network of thermodynamic neurons can perform any
desired function. We discuss the close connection between our model and
artificial neurons (perceptrons), and argue that our model provides an
alternative physics-based analogue implementation of neural networks, and more
generally a platform for thermodynamic computing.",http://arxiv.org/pdf/2308.15905v1
2308.15901v1,cs.AI,Explainable Answer-set Programming,2023-08-30 09:09:57+00:00,"The interest in explainability in artificial intelligence (AI) is growing
vastly due to the near ubiquitous state of AI in our lives and the increasing
complexity of AI systems. Answer-set Programming (ASP) is used in many areas,
among them are industrial optimisation, knowledge management or life sciences,
and thus of great interest in the context of explainability. To ensure the
successful application of ASP as a problem-solving paradigm in the future, it
is thus crucial to investigate explanations for ASP solutions. Such an
explanation generally tries to give an answer to the question of why something
is, respectively is not, part of the decision produced or solution to the
formulated problem. Although several explanation approaches for ASP exist,
almost all of them lack support for certain language features that are used in
practice. Most notably, this encompasses the various ASP extensions that have
been developed in the recent years to enable reasoning over theories, external
computations, or neural networks. This project aims to fill some of these gaps
and contribute to the state of the art in explainable ASP. We tackle this by
extending the language support of existing approaches but also by the
development of novel explanation formalisms, like contrastive explanations.",http://arxiv.org/pdf/2308.15901v1
2308.15899v1,cs.AI,Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques,2023-08-30 09:09:42+00:00,"Deep Learning (DL) models have become popular for solving complex problems,
but they have limitations such as the need for high-quality training data, lack
of transparency, and robustness issues. Neuro-Symbolic AI has emerged as a
promising approach combining the strengths of neural networks and symbolic
reasoning. Symbolic knowledge injection (SKI) techniques are a popular method
to incorporate symbolic knowledge into sub-symbolic systems. This work proposes
solutions to improve the knowledge injection process and integrate elements of
ML and logic into multi-agent systems (MAS).",http://arxiv.org/pdf/2308.15899v1
2308.15898v1,cs.AI,An xAI Approach for Data-to-Text Processing with ASP,2023-08-30 09:09:09+00:00,"The generation of natural language text from data series gained renewed
interest among AI research goals. Not surprisingly, the few proposals in the
state of the art are based on training some system, in order to produce a text
that describes and that is coherent to the data provided as input. Main
challenges of such approaches are the proper identification of ""what"" to say
(the key descriptive elements to be addressed in the data) and ""how"" to say:
the correspondence and accuracy between data and text, the presence of
contradictions/redundancy in the text, the control of the amount of synthesis.
  This paper presents a framework that is compliant with xAI requirements. In
particular we model ASP/Python programs that enable an explicit control of
accuracy errors and amount of synthesis, with proven optimal solutions. The
text description is hierarchically organized, in a top-down structure where
text is enriched with further details, according to logic rules. The generation
of natural language descriptions' structure is also managed by logic rules.",http://arxiv.org/pdf/2308.15898v1
2308.15897v1,cs.AI,Nemo: First Glimpse of a New Rule Engine,2023-08-30 09:08:28+00:00,"This system demonstration presents Nemo, a new logic programming engine with
a focus on reliability and performance. Nemo is built for data-centric analytic
computations, modelled in a fully declarative Datalog dialect. Its scalability
for these tasks matches or exceeds that of leading Datalog systems. We
demonstrate uses in reasoning with knowledge graphs and ontologies with 10^5 to
10^8 input facts, all on a laptop. Nemo is written in Rust and available as a
free and open source tool.",http://arxiv.org/pdf/2308.15897v1
